1.png	2:83,202:133;12:343,212:393;648:316,848:366;4:485,204:535
2675.png	423:28,623:78;634:49,834:99;619:103,819:153;64:31,264:81
2676.png	632:113,832:163;500:57,700:107;628:183,828:233;77:37,277:87
2677.png	374:5,574:55;6:422,206:472;51:266,251:316;609:26,809:76
2678.png	605:183,805:233;45:101,245:151;508:19,708:69;6:320,206:370
2679.png	327:13,527:63;615:310,815:360;632:408,832:458;607:473,807:523
2681.png	561:378,761:428;493:460,693:510
2682.png	546:374,746:424;534:71,734:121
2683.png	530:416,730:466;173:354,373:404
2684.png	420:72,620:122;636:303,836:353
2685.png	540:95,740:145;645:366,845:416
2686.png	593:48,793:98;469:376,669:426
2687.png	631:471,831:521;6:256,206:306
2688.png	110:360,310:410;350:54,550:104
2689.png	617:55,817:105;262:88,462:138
2691.png	1:320,201:370;7:402,207:452;558:19,758:69;610:448,810:498;358:428,558:478
2692.png	173:56,373:106;552:30,752:80;357:460,557:510;40:313,240:363;618:272,818:322
2693.png	582:340,782:390;68:240,268:290;602:437,802:487;289:449,489:499;44:13,244:63
2694.png	23:156,223:206;19:99,219:149;262:485,462:535;599:114,799:164;546:23,746:73
2695.png	80:23,280:73;362:423,562:473;619:207,819:257;326:33,526:83;90:474,290:524
2696.png	544:13,744:63;528:437,728:487;92:13,292:63;603:223,803:273;13:118,213:168
2697.png	296:70,496:120;354:448,554:498;646:23,846:73;31:147,231:197;252:6,452:56
2698.png	596:177,796:227;34:253,234:303;187:437,387:487;358:54,558:104;620:365,820:415
2699.png	28:67,228:117;558:456,758:506;26:159,226:209;304:461,504:511;52:397,252:447
2701.png	0:443,200:493;575:260,775:310;583:327,783:377;484:109,684:159
2702.png	576:187,776:237;41:257,241:307;505:77,705:127;484:484,684:534
2703.png	14:159,214:209;620:342,820:392;579:459,779:509;626:397,826:447
2704.png	492:458,692:508;563:387,763:437;633:127,833:177;491:202,691:252
2705.png	558:233,758:283;636:130,836:180;12:226,212:276;585:482,785:532
2706.png	636:100,836:150;3:77,203:127;642:280,842:330;598:357,798:407
2707.png	34:232,234:282;596:417,796:467;516:262,716:312;42:94,242:144
2708.png	495:134,695:184;579:237,779:287;534:466,734:516;630:376,830:426
2709.png	530:462,730:512;563:285,763:335;474:411,674:461;474:80,674:130
2711.png	16:36,216:86;579:38,779:88
2712.png	28:386,228:436;569:240,769:290
2713.png	42:386,242:436;558:272,758:322
2714.png	8:299,208:349;30:382,230:432
2715.png	28:349,228:399;649:207,849:257
2716.png	623:390,823:440;401:385,601:435
2717.png	5:96,205:146;404:402,604:452
2718.png	222:403,422:453;14:0,214:50
2719.png	71:412,271:462;1:262,201:312
2721.png	56:471,256:521;618:454,818:504;168:414,368:464;31:53,231:103;647:344,847:394;278:72,478:122
2722.png	84:489,284:539;482:20,682:70;255:29,455:79;155:418,355:468;634:469,834:519;644:393,844:443
2723.png	8:410,208:460;24:23,224:73;365:475,565:525;595:414,795:464;463:82,663:132;255:35,455:85
2724.png	70:52,270:102;552:27,752:77;4:443,204:493;277:415,477:465;629:453,829:503;336:58,536:108
2725.png	46:6,246:56;405:22,605:72;194:66,394:116;425:438,625:488;150:468,350:518;624:48,824:98
2726.png	500:31,700:81;273:14,473:64;39:1,239:51;619:489,819:539;641:364,841:414;152:444,352:494
2727.png	210:13,410:63;423:443,623:493;516:52,716:102;82:452,282:502;22:67,222:117;627:468,827:518
2728.png	81:467,281:517;124:10,324:60;590:37,790:87;3:116,203:166;555:464,755:514;350:13,550:63
2729.png	552:475,752:525;576:58,776:108;206:45,406:95;190:426,390:476;6:219,206:269;119:481,319:531
2731.png	426:474,626:524;628:125,828:175;386:357,586:407
2732.png	309:117,509:167;351:332,551:382;338:212,538:262
2733.png	588:382,788:432;314:438,514:488;622:319,822:369
2734.png	430:444,630:494;304:94,504:144;304:391,504:441
2735.png	316:481,516:531;292:344,492:394;591:370,791:420
2736.png	467:176,667:226;299:476,499:526;269:87,469:137
2737.png	343:145,543:195;402:323,602:373;357:392,557:442
2738.png	258:400,458:450;428:160,628:210;639:246,839:296
2739.png	432:441,632:491;649:326,849:376;480:160,680:210
2741.png	383:23,583:73;15:94,215:144;630:322,830:372;630:388,830:438
2742.png	432:39,632:89;117:5,317:55;11:355,211:405;649:187,849:237
2743.png	22:13,222:63;613:40,813:90;2:254,202:304;357:11,557:61
2744.png	7:387,207:437;10:321,210:371;394:8,594:58;641:80,841:130
2745.png	341:39,541:89;1:478,201:528;9:338,209:388;637:71,837:121
2746.png	647:26,847:76;395:32,595:82;19:436,219:486;192:15,392:65
2747.png	212:40,412:90;637:458,837:508;3:352,203:402;520:8,720:58
2748.png	26:14,226:64;19:109,219:159;523:7,723:57;637:487,837:537
2749.png	629:256,829:306;57:27,257:77;539:26,739:76;15:403,215:453
2751.png	46:402,246:452;61:219,261:269;617:209,817:259;8:488,208:538
2752.png	608:461,808:511;4:200,204:250;22:368,222:418;27:278,227:328
2753.png	623:268,823:318;573:469,773:519;26:227,226:277;618:158,818:208
2754.png	609:453,809:503;623:289,823:339;64:175,264:225;0:440,200:490
2755.png	620:406,820:456;33:396,233:446;577:293,777:343;39:327,239:377
2756.png	2:360,202:410;644:471,844:521;74:209,274:259;612:366,812:416
2757.png	624:256,824:306;591:345,791:395;49:393,249:443;0:263,200:313
2758.png	16:448,216:498;629:209,829:259;72:385,272:435;14:126,214:176
2759.png	584:440,784:490;50:164,250:214;72:418,272:468;573:187,773:237
2761.png	130:211,330:261
2762.png	222:197,422:247
2763.png	239:172,439:222
2764.png	1:126,201:176
2765.png	168:139,368:189
2766.png	264:204,464:254
2767.png	346:145,546:195
2768.png	128:183,328:233
2769.png	102:200,302:250
2771.png	306:356,506:406;647:149,847:199;567:402,767:452;403:113,603:163;85:371,285:421
2772.png	469:126,669:176;609:181,809:231;444:453,644:503;94:434,294:484;509:255,709:305
2773.png	46:409,246:459;291:385,491:435;621:173,821:223;81:465,281:515;566:69,766:119
2774.png	564:115,764:165;538:363,738:413;264:460,464:510;503:456,703:506;531:168,731:218
2775.png	491:137,691:187;518:199,718:249;170:413,370:463;444:385,644:435;611:330,811:380
2776.png	532:167,732:217;481:338,681:388;318:481,518:531;227:369,427:419;17:477,217:527
2777.png	507:84,707:134;404:453,604:503;527:177,727:227;44:368,244:418;507:352,707:402
2778.png	392:142,592:192;563:293,763:343;320:436,520:486;603:374,803:424;583:438,783:488
2779.png	449:213,649:263;442:488,642:538;443:123,643:173;471:300,671:350;206:418,406:468
2781.png	643:71,843:121;642:20,842:70
2782.png	5:377,205:427;2:262,202:312
2783.png	2:432,202:482;644:173,844:223
2784.png	6:242,206:292;639:87,839:137
2785.png	1:465,201:515;3:294,203:344
2786.png	3:480,203:530;649:350,849:400
2787.png	642:341,842:391;645:61,845:111
2788.png	640:444,840:494;637:22,837:72
2789.png	645:79,845:129;5:420,205:470
2791.png	407:13,607:63;248:459,448:509;30:472,230:522
2792.png	342:414,542:464;637:473,837:523;9:419,209:469
2793.png	123:343,323:393;633:397,833:447;43:23,243:73
2794.png	406:79,606:129;239:336,439:386;393:460,593:510
2795.png	278:437,478:487;163:336,363:386;192:488,392:538
2796.png	394:79,594:129;628:418,828:468;473:14,673:64
2797.png	82:16,282:66;93:69,293:119;41:449,241:499
2798.png	263:364,463:414;383:442,583:492;20:466,220:516
2799.png	629:378,829:428;393:34,593:84;227:403,427:453
2801.png	467:441,667:491;509:26,709:76;529:179,729:229;624:345,824:395
2802.png	403:46,603:96;507:453,707:503;579:238,779:288;545:334,745:384
2803.png	398:294,598:344;558:450,758:500;508:206,708:256;625:389,825:439
2804.png	407:36,607:86;17:5,217:55;571:433,771:483;568:114,768:164
2805.png	510:180,710:230;634:52,834:102;10:440,210:490;548:458,748:508
2806.png	407:451,607:501;647:241,847:291;468:399,668:449;567:130,767:180
2807.png	443:421,643:471;459:101,659:151;34:460,234:510;418:18,618:68
2808.png	528:72,728:122;435:243,635:293;602:361,802:411;68:471,268:521
2809.png	588:407,788:457;409:190,609:240;422:252,622:302;557:128,757:178
2811.png	406:463,606:513;399:358,599:408
2812.png	404:53,604:103;392:440,592:490
2813.png	384:299,584:349;115:5,315:55
2814.png	384:393,584:443;355:25,555:75
2815.png	354:3,554:53;310:346,510:396
2816.png	404:348,604:398;299:38,499:88
2817.png	337:387,537:437;379:459,579:509
2818.png	284:466,484:516;276:68,476:118
2819.png	405:386,605:436;389:462,589:512
2821.png	603:400,803:450;647:295,847:345;604:36,804:86;630:202,830:252;17:416,217:466;25:194,225:244;40:328,240:378
2822.png	43:257,243:307;642:240,842:290;9:59,209:109;601:76,801:126;621:149,821:199;600:451,800:501;599:351,799:401
2823.png	642:276,842:326;59:64,259:114;609:181,809:231;567:109,767:159;66:401,266:451;4:156,204:206;608:347,808:397
2824.png	83:193,283:243;628:381,828:431;638:463,838:513;622:28,822:78;3:54,203:104;621:127,821:177;637:305,837:355
2825.png	55:404,255:454;590:443,790:493;592:161,792:211;582:240,782:290;76:316,276:366;607:103,807:153;36:265,236:315
2826.png	635:143,835:193;618:16,818:66;3:307,203:357;25:408,225:458;616:230,816:280;596:421,796:471;76:471,276:521
2827.png	606:213,806:263;9:476,209:526;31:194,231:244;37:140,237:190;0:254,200:304;9:21,209:71;601:83,801:133
2828.png	67:216,267:266;619:356,819:406;567:158,767:208;53:485,253:535;611:275,811:325;641:12,841:62;26:392,226:442
2829.png	619:196,819:246;48:457,248:507;584:337,784:387;62:17,262:67;20:286,220:336;9:404,209:454;575:396,775:446
2831.png	581:401,781:451;614:17,814:67;494:307,694:357
2832.png	606:294,806:344;504:456,704:506;576:390,776:440
2833.png	645:361,845:411;271:85,471:135;647:13,847:63
2834.png	609:71,809:121;392:63,592:113;583:291,783:341
2835.png	403:58,603:108;625:21,825:71;162:5,362:55
2836.png	50:40,250:90;468:337,668:387;615:83,815:133
2837.png	420:91,620:141;507:418,707:468;631:39,831:89
2838.png	44:2,244:52;623:345,823:395;625:130,825:180
2839.png	436:71,636:121;395:19,595:69;512:438,712:488
2841.png	93:445,293:495;121:184,321:234;140:345,340:395;380:76,580:126;429:17,629:67
2842.png	53:334,253:384;275:261,475:311;337:396,537:446;39:488,239:538;291:176,491:226
2843.png	324:466,524:516;410:369,610:419;413:45,613:95;366:215,566:265;39:198,239:248
2844.png	148:136,348:186;211:23,411:73;216:234,416:284;233:326,433:376;244:393,444:443
2845.png	344:201,544:251;148:88,348:138;182:305,382:355;403:118,603:168;24:432,224:482
2846.png	249:206,449:256;378:368,578:418;103:32,303:82;338:7,538:57;336:297,536:347
2847.png	156:39,356:89;417:228,617:278;332:471,532:521;111:296,311:346;288:128,488:178
2848.png	106:295,306:345;242:350,442:400;236:138,436:188;391:484,591:534;95:411,295:461
2849.png	434:107,634:157;271:56,471:106;433:442,633:492;323:4,523:54;243:359,443:409
2851.png	571:452,771:502;81:478,281:528;32:289,232:339;570:153,770:203;20:233,220:283;82:415,282:465
2852.png	609:403,809:453;549:267,749:317;55:183,255:233;626:0,826:50;61:33,261:83;547:200,747:250
2853.png	31:220,231:270;566:308,766:358;633:442,833:492;10:89,210:139;76:475,276:525;571:92,771:142
2854.png	605:71,805:121;536:331,736:381;621:422,821:472;99:432,299:482;594:18,794:68;93:363,293:413
2855.png	633:247,833:297;10:137,210:187;58:393,258:443;649:445,849:495;576:188,776:238;15:273,215:323
2856.png	642:164,842:214;605:433,805:483;38:241,238:291;77:381,277:431;577:311,777:361;3:107,203:157
2857.png	51:242,251:292;601:262,801:312;576:20,776:70;565:405,765:455;587:187,787:237;59:299,259:349
2858.png	542:289,742:339;606:18,806:68;56:448,256:498;622:429,822:479;95:187,295:237;631:97,831:147
2859.png	34:295,234:345;74:111,274:161;611:482,811:532;574:311,774:361;87:469,287:519;549:418,749:468
2861.png	379:472,579:522;638:385,838:435;59:277,259:327;33:69,233:119
2862.png	581:3,781:53;48:78,248:128;47:320,247:370;47:205,247:255
2863.png	247:1,447:51;516:451,716:501;32:99,232:149;21:32,221:82
2864.png	477:469,677:519;616:219,816:269;578:15,778:65;52:29,252:79
2865.png	634:368,834:418;467:481,667:531;627:210,827:260;36:386,236:436
2866.png	67:255,267:305;627:178,827:228;23:73,223:123;630:303,830:353
2867.png	285:1,485:51;42:211,242:261;90:485,290:535;42:404,242:454
2868.png	510:477,710:527;14:116,214:166;612:382,812:432;605:1,805:51
2869.png	638:486,838:536;60:57,260:107;598:250,798:300;183:3,383:53
2871.png	457:23,657:73
2872.png	164:9,364:59
2873.png	378:16,578:66
2874.png	90:21,290:71
2875.png	283:6,483:56
2876.png	104:2,304:52
2877.png	421:1,621:51
2878.png	355:2,555:52
2879.png	602:6,802:56
2881.png	520:453,720:503;311:454,511:504;590:357,790:407;508:119,708:169;645:60,845:110
2882.png	477:81,677:131;598:280,798:330;483:212,683:262;553:149,753:199;543:488,743:538
2883.png	624:31,824:81;611:428,811:478;364:466,564:516;546:158,746:208;52:445,252:495
2884.png	602:385,802:435;649:199,849:249;461:257,661:307;414:471,614:521;80:437,280:487
2885.png	630:330,830:380;438:69,638:119;486:462,686:512;212:455,412:505;644:24,844:74
2886.png	555:243,755:293;164:462,364:512;643:459,843:509;638:382,838:432;431:358,631:408
2887.png	595:351,795:401;572:70,772:120;510:141,710:191;201:480,401:530;593:251,793:301
2888.png	257:437,457:487;649:212,849:262;450:93,650:143;427:255,627:305;546:344,746:394
2889.png	522:55,722:105;614:358,814:408;520:209,720:259;243:455,443:505;464:299,664:349
2891.png	107:352,307:402;22:106,222:156
2892.png	257:202,457:252;26:381,226:431
2893.png	12:290,212:340;309:135,509:185
2894.png	262:273,462:323;60:394,260:444
2895.png	137:299,337:349;56:99,256:149
2896.png	466:396,666:446;231:207,431:257
2897.png	280:132,480:182;354:409,554:459
2898.png	60:50,260:100;425:83,625:133
2899.png	149:210,349:260;40:436,240:486
2901.png	11:361,211:411;104:101,304:151;16:19,216:69;77:427,277:477
2902.png	255:117,455:167;137:347,337:397;1:400,201:450;13:81,213:131
2903.png	212:26,412:76;208:349,408:399;95:483,295:533;421:33,621:83
2904.png	167:80,367:130;254:489,454:539;70:327,270:377;294:1,494:51
2905.png	94:332,294:382;11:23,211:73;49:114,249:164;58:465,258:515
2906.png	163:435,363:485;105:126,305:176;452:2,652:52;198:325,398:375
2907.png	245:447,445:497;496:29,696:79;64:43,264:93;38:485,238:535
2908.png	40:395,240:445;1:18,201:68;98:118,298:168;186:304,386:354
2909.png	74:368,274:418;191:3,391:53;620:9,820:59;108:489,308:539
2911.png	359:353,559:403;286:87,486:137
2912.png	272:416,472:466;558:489,758:539
2913.png	361:482,561:532;337:326,537:376
2914.png	288:92,488:142;594:467,794:517
2915.png	561:485,761:535;383:318,583:368
2916.png	160:471,360:521;336:420,536:470
2917.png	266:478,466:528;378:364,578:414
2918.png	336:412,536:462;188:474,388:524
2919.png	321:76,521:126;531:465,731:515
2921.png	637:326,837:376;113:449,313:499;384:459,584:509;305:5,505:55;509:25,709:75
2922.png	150:408,350:458;405:464,605:514;9:43,209:93;70:183,270:233;66:108,266:158
2923.png	578:274,778:324;460:21,660:71;127:465,327:515;591:366,791:416;63:414,263:464
2924.png	33:28,233:78;570:52,770:102;399:403,599:453;256:483,456:533;275:51,475:101
2925.png	43:36,243:86;60:394,260:444;232:479,432:529;625:340,825:390;400:13,600:63
2926.png	16:269,216:319;626:243,826:293;333:459,533:509;127:28,327:78;545:424,745:474
2927.png	609:116,809:166;80:68,280:118;634:275,834:325;314:47,514:97;585:399,785:449
2928.png	312:66,512:116;53:65,253:115;582:395,782:445;615:292,815:342;53:436,253:486
2929.png	97:437,297:487;322:429,522:479;596:361,796:411;411:26,611:76;231:89,431:139
2931.png	87:124,287:174;617:371,817:421;15:370,215:420;555:150,755:200
2932.png	60:8,260:58;562:238,762:288;17:276,217:326;87:168,287:218
2933.png	640:127,840:177;589:205,789:255;100:275,300:325;27:489,227:539
2934.png	94:399,294:449;607:59,807:109;586:185,786:235;84:139,284:189
2935.png	587:157,787:207;571:356,771:406;97:150,297:200;3:478,203:528
2936.png	85:79,285:129;631:456,831:506;591:328,791:378;105:395,305:445
2937.png	591:257,791:307;39:316,239:366;550:110,750:160;41:238,241:288
2938.png	31:488,231:538;587:274,787:324;22:423,222:473;624:56,824:106
2939.png	609:255,809:305;614:415,814:465;49:278,249:328;29:461,229:511
2941.png	132:7,332:57;515:294,715:344;459:136,659:186;108:300,308:350;32:175,232:225
2942.png	456:139,656:189;195:21,395:71;245:159,445:209;355:322,555:372;401:248,601:298
2943.png	349:117,549:167;10:155,210:205;325:250,525:300;83:3,283:53;599:166,799:216
2944.png	34:189,234:239;482:52,682:102;31:14,231:64;23:123,223:173;342:263,542:313
2945.png	237:26,437:76;382:150,582:200;641:230,841:280;458:42,658:92;54:289,254:339
2946.png	374:54,574:104;84:290,284:340;527:129,727:179;11:133,211:183;240:126,440:176
2947.png	248:216,448:266;577:37,777:87;488:232,688:282;26:233,226:283;609:125,809:175
2948.png	249:140,449:190;475:18,675:68;427:288,627:338;626:122,826:172;257:55,457:105
2949.png	461:22,661:72;276:210,476:260;381:73,581:123;314:264,514:314;627:272,827:322
2951.png	605:234,805:284;250:43,450:93;452:68,652:118;399:413,599:463;72:445,272:495;487:489,687:539;26:332,226:382
2952.png	595:451,795:501;351:421,551:471;608:50,808:100;158:23,358:73;572:385,772:435;532:324,732:374;54:374,254:424
2953.png	282:486,482:536;594:138,794:188;623:246,823:296;4:292,204:342;212:78,412:128;626:35,826:85;603:480,803:530
2954.png	37:213,237:263;452:75,652:125;547:348,747:398;569:233,769:283;59:359,259:409;599:167,799:217;604:0,804:50
2955.png	314:470,514:520;643:411,843:461;623:95,823:145;534:299,734:349;80:64,280:114;341:1,541:51;97:132,297:182
2956.png	397:33,597:83;258:477,458:527;285:413,485:463;556:125,756:175;50:424,250:474;184:65,384:115;543:210,743:260
2957.png	594:49,794:99;127:16,327:66;500:410,700:460;596:194,796:244;340:83,540:133;73:91,273:141;108:445,308:495
2958.png	107:427,307:477;544:483,744:533;86:215,286:265;282:61,482:111;600:277,800:327;441:416,641:466;571:25,771:75
2959.png	275:84,475:134;190:30,390:80;557:385,757:435;550:242,750:292;618:130,818:180;342:442,542:492;43:462,243:512
2961.png	11:138,211:188;586:415,786:465;50:464,250:514;649:101,849:151
2962.png	68:136,268:186;57:466,257:516;599:288,799:338;598:93,798:143
2963.png	65:401,265:451;9:307,209:357;585:200,785:250;618:108,818:158
2964.png	649:120,849:170;612:219,812:269;9:177,209:227;38:307,238:357
2965.png	20:225,220:275;25:407,225:457;19:307,219:357;11:480,211:530
2966.png	611:473,811:523;629:170,829:220;14:192,214:242;58:456,258:506
2967.png	621:412,821:462;46:110,246:160;8:218,208:268;643:295,843:345
2968.png	12:391,212:441;635:383,835:433;590:168,790:218;590:105,790:155
2969.png	24:421,224:471;30:478,230:528;634:182,834:232;585:266,785:316
2971.png	21:265,221:315;616:253,816:303;603:79,803:129;617:460,817:510;612:312,812:362
2972.png	629:452,829:502;10:242,210:292;16:416,216:466;2:62,202:112;26:143,226:193
2973.png	3:348,203:398;644:222,844:272;9:136,209:186;19:67,219:117;637:4,837:54
2974.png	21:38,221:88;641:136,841:186;645:245,845:295;3:252,203:302;639:26,839:76
2975.png	602:175,802:225;604:403,804:453;606:13,806:63;629:469,829:519;6:22,206:72
2976.png	10:134,210:184;630:276,830:326;639:74,839:124;5:16,205:66;637:165,837:215
2977.png	600:276,800:326;608:354,808:404;635:2,835:52;17:473,217:523;3:242,203:292
2978.png	26:463,226:513;602:276,802:326;612:155,812:205;649:83,849:133;645:328,845:378
2979.png	607:473,807:523;1:1,201:51;24:419,224:469;601:108,801:158;629:316,829:366
2981.png	395:114,595:164
2982.png	104:63,304:113
2983.png	525:45,725:95
2984.png	569:16,769:66
2985.png	263:2,463:52
2986.png	43:42,243:92
2987.png	532:49,732:99
2988.png	634:56,834:106
2989.png	621:99,821:149
2991.png	28:225,228:275;536:268,736:318
2992.png	555:242,755:292;575:335,775:385
2993.png	640:336,840:386;611:230,811:280
2994.png	568:333,768:383;612:260,812:310
2995.png	23:238,223:288;542:305,742:355
2996.png	24:333,224:383;570:282,770:332
2997.png	16:330,216:380;569:295,769:345
2998.png	569:280,769:330;596:336,796:386
2999.png	630:323,830:373;574:234,774:284
3001.png	41:465,241:515;411:451,611:501;158:263,358:313
3002.png	429:416,629:466;56:162,256:212;228:110,428:160
3003.png	622:430,822:480;354:377,554:427;58:217,258:267
3004.png	29:483,229:533;609:441,809:491;365:462,565:512
3005.png	198:345,398:395;215:191,415:241;51:126,251:176
3006.png	622:444,822:494;119:356,319:406;307:441,507:491
3007.png	151:455,351:505;155:275,355:325;612:489,812:539
3008.png	4:244,204:294;313:411,513:461;611:476,811:526
3009.png	30:86,230:136;60:251,260:301;255:407,455:457
3011.png	409:126,609:176;636:53,836:103;595:355,795:405;130:471,330:521;482:255,682:305
3012.png	407:450,607:500;414:107,614:157;535:235,735:285;495:396,695:446;464:39,664:89
3013.png	416:320,616:370;638:19,838:69;467:422,667:472;492:156,692:206;535:226,735:276
3014.png	456:149,656:199;113:485,313:535;521:459,721:509;591:404,791:454;452:15,652:65
3015.png	486:175,686:225;534:458,734:508;13:483,213:533;542:280,742:330;444:31,644:81
3016.png	521:121,721:171;58:479,258:529;559:54,759:104;446:393,646:443;467:475,667:525
3017.png	592:281,792:331;618:142,818:192;611:488,811:538;527:41,727:91;130:465,330:515
3018.png	608:386,808:436;92:447,292:497;447:27,647:77;370:461,570:511;569:190,769:240
3019.png	445:161,645:211;408:259,608:309;564:102,764:152;597:4,797:54;302:470,502:520
3021.png	433:447,633:497;513:37,713:87;377:273,577:323;228:470,428:520;419:133,619:183;463:351,663:401
3022.png	257:20,457:70;613:351,813:401;518:221,718:271;387:382,587:432;578:115,778:165;481:487,681:537
3023.png	517:67,717:117;482:222,682:272;30:30,230:80;319:347,519:397;376:429,576:479;621:438,821:488
3024.png	535:476,735:526;367:7,567:57;455:353,655:403;373:298,573:348;632:53,832:103;588:411,788:461
3025.png	81:42,281:92;452:73,652:123;605:202,805:252;606:384,806:434;356:484,556:534;352:258,552:308
3026.png	343:443,543:493;324:219,524:269;324:157,524:207;571:269,771:319;616:148,816:198;132:468,332:518
3027.png	568:49,768:99;333:326,533:376;99:466,299:516;531:237,731:287;27:30,227:80;394:174,594:224
3028.png	507:270,707:320;483:419,683:469;508:93,708:143;273:479,473:529;585:23,785:73;433:209,633:259
3029.png	595:174,795:224;107:443,307:493;629:258,829:308;357:253,557:303;624:56,824:106;421:108,621:158
3031.png	627:169,827:219;101:75,301:125;618:3,818:53;29:481,229:531
3032.png	261:475,461:525;518:476,718:526;611:321,811:371;463:27,663:77
3033.png	171:56,371:106;548:65,748:115;114:486,314:536;639:384,839:434
3034.png	205:68,405:118;160:4,360:54;613:441,813:491;647:245,847:295
3035.png	604:69,804:119;592:432,792:482;66:33,266:83;362:50,562:100
3036.png	597:470,797:520;147:5,347:55;496:11,696:61;599:390,799:440
3037.png	563:1,763:51;619:262,819:312;27:12,227:62;89:85,289:135
3038.png	582:460,782:510;81:83,281:133;626:143,826:193;355:85,555:135
3039.png	492:64,692:114;108:474,308:524;635:214,835:264;142:33,342:83
3041.png	621:191,821:241;644:423,844:473;13:240,213:290;23:25,223:75
3042.png	18:275,218:325;5:92,205:142;633:402,833:452;628:349,828:399
3043.png	647:367,847:417;15:158,215:208;35:235,235:285;37:21,237:71
3044.png	612:90,812:140;628:9,828:59;639:380,839:430;49:99,249:149
3045.png	7:39,207:89;628:303,828:353;626:416,826:466;11:137,211:187
3046.png	646:85,846:135;34:148,234:198;617:176,817:226;22:54,222:104
3047.png	649:79,849:129;635:318,835:368;618:261,818:311;629:26,829:76
3048.png	623:50,823:100;19:143,219:193;630:122,830:172;627:253,827:303
3049.png	601:96,801:146;29:371,229:421;649:207,849:257;636:350,836:400
3051.png	649:377,849:427;600:170,800:220
3052.png	597:386,797:436;577:458,777:508
3053.png	555:294,755:344;580:412,780:462
3054.png	605:239,805:289;639:477,839:527
3055.png	549:203,749:253;34:9,234:59
3056.png	577:430,777:480;597:157,797:207
3057.png	613:437,813:487;644:320,844:370
3058.png	647:319,847:369;559:154,759:204
3059.png	544:405,744:455;638:300,838:350
3061.png	640:295,840:345;602:364,802:414;600:86,800:136;626:7,826:57;648:243,848:293
3062.png	639:305,839:355;641:200,841:250;617:0,817:50;645:71,845:121;590:126,790:176
3063.png	593:208,793:258;625:92,825:142;594:296,794:346;608:474,808:524;633:372,833:422
3064.png	639:283,839:333;623:156,823:206;633:372,833:422;622:75,822:125;591:464,791:514
3065.png	631:459,831:509;613:255,813:305;638:22,838:72;584:323,784:373;589:152,789:202
3066.png	587:129,787:179;616:12,816:62;626:364,826:414;598:248,798:298;624:463,824:513
3067.png	603:261,803:311;594:327,794:377;608:74,808:124;597:427,797:477;641:173,841:223
3068.png	644:201,844:251;588:455,788:505;646:83,846:133;638:290,838:340;613:31,813:81
3069.png	633:439,833:489;609:24,809:74;601:204,801:254;583:266,783:316;612:381,812:431
3071.png	584:332,784:382;610:439,810:489;635:388,835:438
3072.png	436:462,636:512;79:462,279:512;606:197,806:247
3073.png	630:295,830:345;568:11,768:61;371:462,571:512
3074.png	576:288,776:338;254:451,454:501;467:483,667:533
3075.png	627:40,827:90;563:447,763:497;64:460,264:510
3076.png	625:137,825:187;637:460,837:510;6:464,206:514
3077.png	149:452,349:502;630:237,830:287;596:99,796:149
3078.png	19:473,219:523;634:37,834:87;578:113,778:163
3079.png	565:31,765:81;88:460,288:510;401:464,601:514
3081.png	158:443,358:493;126:14,326:64;477:452,677:502
3082.png	13:5,213:55;637:19,837:69;278:14,478:64
3083.png	441:442,641:492;142:12,342:62;81:433,281:483
3084.png	51:431,251:481;95:12,295:62;449:2,649:52
3085.png	167:447,367:497;223:9,423:59;613:439,813:489
3086.png	479:5,679:55;504:435,704:485;246:447,446:497
3087.png	416:440,616:490;350:10,550:60;605:7,805:57
3088.png	449:18,649:68;126:452,326:502;161:1,361:51
3089.png	640:444,840:494;62:6,262:56;159:438,359:488
3091.png	77:319,277:369;56:258,256:308;396:27,596:77;586:117,786:167;114:81,314:131;618:187,818:237
3092.png	71:51,271:101;304:13,504:63;464:436,664:486;360:98,560:148;103:432,303:482;34:253,234:303
3093.png	631:118,831:168;71:222,271:272;405:2,605:52;14:128,214:178;207:460,407:510;156:76,356:126
3094.png	228:483,428:533;77:431,277:481;180:59,380:109;585:475,785:525;74:139,274:189;476:98,676:148
3095.png	54:192,254:242;425:59,625:109;607:289,807:339;186:75,386:125;644:69,844:119;587:432,787:482
3096.png	632:5,832:55;601:305,801:355;578:100,778:150;514:483,714:533;14:237,214:287;65:124,265:174
3097.png	632:430,832:480;292:75,492:125;60:188,260:238;606:164,806:214;618:483,818:533;94:432,294:482
3098.png	470:434,670:484;585:237,785:287;335:87,535:137;141:16,341:66;76:331,276:381;0:456,200:506
3099.png	393:79,593:129;7:422,207:472;303:468,503:518;151:1,351:51;13:67,213:117;630:110,830:160
3101.png	550:451,750:501;85:408,285:458
3102.png	534:461,734:511;7:476,207:526
3103.png	136:413,336:463;59:481,259:531
3104.png	146:458,346:508;604:483,804:533
3105.png	441:431,641:481;240:425,440:475
3106.png	334:447,534:497;102:400,302:450
3107.png	443:454,643:504;66:418,266:468
3108.png	281:405,481:455;618:464,818:514
3109.png	371:398,571:448;628:474,828:524
3111.png	65:180,265:230;64:268,264:318;9:469,209:519;633:330,833:380;644:424,844:474
3112.png	594:286,794:336;55:273,255:323;24:450,224:500;616:440,816:490;589:3,789:53
3113.png	557:348,757:398;544:473,744:523;0:378,200:428;30:215,230:265;552:143,752:193
3114.png	63:31,263:81;581:453,781:503;19:353,219:403;594:131,794:181;638:365,838:415
